"patchX [cm]","patchY [cm]","Phi [deg]","Freq [GHz]","max(dB(GainTotal)) []"
1.3,1.9,0,23.5,2.04618976381696
1.3,1.9,0,25,2.11099396737076
1.3,1.91,0,1,-23.5579232531627
1.3,1.91,0,2.5,-11.3567506989297
1.3,1.91,0,4,-2.93565434558029
1.3,1.91,0,5.5,4.50537578161543
1.3,1.91,0,7,1.94801834439167
1.3,1.91,0,8.5,-0.424820196275441
1.3,1.91,0,9.25,3.4905391227645
1.3,1.91,0,10,4.60105502678832
1.3,1.91,0,10.75,6.65072770865184
1.3,1.91,0,11.5,4.63555584228667
1.3,1.91,0,12.25,4.72872637028184
1.3,1.91,0,13,4.23017592570802
1.3,1.91,0,13.75,3.01093485493278
1.3,1.91,0,14.5,4.69102074335027
1.3,1.91,0,15.25,8.01155778365407
1.3,1.91,0,16,7.466286987119
1.3,1.91,0,16.375,5.8837098122084
1.3,1.91,0,16.75,3.75176761547518
1.3,1.91,0,17.5,3.52191921474991
1.3,1.91,0,17.875,6.15947885483473
1.3,1.91,0,18.25,7.03011242774814
1.3,1.91,0,19,7.62551579305916
1.3,1.91,0,19.75,7.79469756734482
1.3,1.91,0,20.5,7.22761925888399
1.3,1.91,0,21.25,3.4271771717269
1.3,1.91,0,22,-2.09550232825149
1.3,1.91,0,22.75,-1.32759663349797
1.3,1.91,0,23.5,1.86675194288169
1.3,1.91,0,24.25,1.60331562563051
1.3,1.91,0,25,2.26580488172504
1.4,0.5,0,1,-28.2161325006873
1.4,0.5,0,2.5,-15.3676088888416
1.4,0.5,0,4,-5.71351185836235
1.4,0.5,0,5.5,3.27979196267622
1.4,0.5,0,7,4.01931970202304
1.4,0.5,0,10,3.31352077269002
1.4,0.5,0,10.75,5.02676310374058
1.4,0.5,0,11.5,5.62023128851995
1.4,0.5,0,13,2.87359031722017
1.4,0.5,0,14.5,4.69969771458697
1.4,0.5,0,16,5.47519828320001
1.4,0.5,0,17.5,5.0036192123477
1.4,0.5,0,19,4.33419727519082
1.4,0.5,0,20.5,0.712768820255622
1.4,0.5,0,22,0.636531175309312
1.4,0.5,0,25,5.61129740098581
1.4,0.6,0,1,-27.5262430391392
1.4,0.6,0,2.5,-14.7384136474688
1.4,0.6,0,4,-5.16895878250878
1.4,0.6,0,5.5,3.52925361576112
1.4,0.6,0,7,4.10521126860483
1.4,0.6,0,8.5,1.99833251084111
1.4,0.6,0,10,3.39992555219492
1.4,0.6,0,11.5,5.32277699585857
1.4,0.6,0,12.25,3.82750133273773
1.4,0.6,0,13,1.65822736213947
1.4,0.6,0,13.75,3.19556871036087
1.4,0.6,0,14.5,5.09763566855657
1.4,0.6,0,15.25,5.50548609496795
1.4,0.6,0,16,3.74558143985038
1.4,0.6,0,17.5,1.35455912833591
1.4,0.6,0,19,0.158321368695806
1.4,0.6,0,19.75,-0.0557132667848282
1.4,0.6,0,20.5,-2.05072265605021
1.4,0.6,0,22,-0.537944058916427
1.4,0.6,0,23.5,3.51232737008568
1.4,0.6,0,24.25,3.34840382870744
1.4,0.6,0,25,2.2094790687136
1.4,0.7,0,1,-27.039601961155
1.4,0.7,0,2.5,-14.2998494624566
1.4,0.7,0,4,-4.8190913169751
1.4,0.7,0,5.5,3.67770253763873
1.4,0.7,0,7,4.12428249417632
1.4,0.7,0,8.5,1.95377302278274
1.4,0.7,0,10,3.35038011320142
1.4,0.7,0,10.75,5.06761122681148
1.4,0.7,0,11.5,4.43518081845231
1.4,0.7,0,13,0.616742024773313
1.4,0.7,0,14.5,4.86205376241919
1.4,0.7,0,15.25,4.09479144964131
1.4,0.7,0,16,-0.124288792341699
1.4,0.7,0,19,0.299688967249255
1.4,0.7,0,22,2.38721878513241
1.4,0.7,0,23.5,4.5360671858319
1.4,0.7,0,24.25,3.63136268060584
1.4,0.7,0,25,2.8877481928422
1.4,0.8,0,1,-26.6006828022778
1.4,0.8,0,2.5,-13.8954816328141
1.4,0.8,0,4,-4.46790539231309
1.4,0.8,0,5.5,3.81758015632583
1.4,0.8,0,7,4.08987268970902
1.4,0.8,0,8.5,1.82058319320301
1.4,0.8,0,9.25,1.97970372324656
1.4,0.8,0,10,3.18827798008581
1.4,0.8,0,11.5,2.7829747471861
1.4,0.8,0,13,-0.917934750682197
1.4,0.8,0,16,-3.86198222619862
1.4,0.8,0,17.5,-2.12108900018399
1.4,0.8,0,19,3.46638356066965
1.4,0.8,0,19.75,2.89790856775248
1.4,0.8,0,20.5,2.20403139720779
1.4,0.8,0,22,3.47254926716623
1.4,0.8,0,23.5,4.78303952953803
1.4,0.8,0,25,2.95104569953351
1.4,0.9,0,1,-26.1907186653498
1.4,0.9,0,2.5,-13.5279960259075
1.4,0.9,0,4,-4.13958340334227
1.4,0.9,0,5.5,3.95849092320516
1.4,0.9,0,7,4.06331616009087
1.4,0.9,0,8.5,1.7080184777491
1.4,0.9,0,10,3.17842225640856
1.4,0.9,0,11.5,-0.323769970156451
1.4,0.9,0,12.25,-3.24783637786178
1.4,0.9,0,13,-3.21630698896999
1.4,0.9,0,13.75,-0.812118636493731
1.4,0.9,0,14.5,2.46199912583567
1.4,0.9,0,16,-2.61422453362889
1.4,0.9,0,16.75,-0.179307524091606
1.4,0.9,0,17.5,3.40913073215499
1.4,0.9,0,19,5.46669607960275
1.4,0.9,0,20.5,3.5006007779687
1.4,0.9,0,21.25,3.62987113569925
1.4,0.9,0,22,4.86239025300856
1.4,0.9,0,22.75,5.76873637805815
1.4,0.9,0,23.5,4.33015983739755
1.4,0.9,0,24.25,3.10802092933545
1.4,0.9,0,25,2.59590370810572
1.4,1,0,1,-25.8394436551479
1.4,1,0,2.5,-13.2191728225726
1.4,1,0,4,-3.89233811788056
1.4,1,0,5.5,4.04711531004403
1.4,1,0,7,4.00529874127216
1.4,1,0,8.5,1.57248938445064
1.4,1,0,9.25,1.94558002335997
1.4,1,0,10,3.11711484443364
1.4,1,0,10.75,0.104034921444227
1.4,1,0,11.5,-4.39899277157694
1.4,1,0,13,-2.91432504492117
1.4,1,0,13.375,-1.94971967813053
1.4,1,0,13.75,-0.663584720446596
1.4,1,0,14.5,2.38904461226564
1.4,1,0,15.25,-0.243885319106491
1.4,1,0,16,1.7027074849535
1.4,1,0,16.75,4.4305105091169
1.4,1,0,17.5,5.75060159134705
1.4,1,0,19,5.80896149696077
1.4,1,0,20.5,4.03297026488865
1.4,1,0,21.25,4.34460676602062
1.4,1,0,22,5.82998301320414
1.4,1,0,22.75,4.92909702380828
1.4,1,0,23.5,3.85477533022516
1.4,1,0,24.25,2.86426310701061
1.4,1,0,25,2.60220903419811
1.4,1.1,0,1,-25.5044212430848
1.4,1.1,0,1.75,-17.9909913829536
1.4,1.1,0,2.5,-12.9266001694571
1.4,1.1,0,4,-3.62405246222684
1.4,1.1,0,5.5,4.16490806374675
1.4,1.1,0,7,3.92576594874354
1.4,1.1,0,8.5,1.33970605344037
1.4,1.1,0,9.25,2.03873934661572
1.4,1.1,0,10,2.29431477144187
1.4,1.1,0,10.75,-5.54606667270331
1.4,1.1,0,11.5,-4.30808992996544
1.4,1.1,0,12.25,-1.70604523559585
1.4,1.1,0,13,-0.448800189804885
1.4,1.1,0,14.5,2.21286235555216
1.4,1.1,0,15.25,2.82177691109553
1.4,1.1,0,16,5.09477639017395
1.4,1.1,0,16.75,6.16353375194641
1.4,1.1,0,17.5,6.46227189018079
1.4,1.1,0,19,6.12402096339698
1.4,1.1,0,20.5,3.93715365317308
1.4,1.1,0,21.25,4.87572310474557
1.4,1.1,0,22,4.60847584026501
1.4,1.1,0,22.75,3.83670149237499
1.4,1.1,0,23.5,3.61978506982968
1.4,1.1,0,24.25,3.11942922607062
1.4,1.1,0,25,3.28757430461139
1.4,1.2,0,1,-25.1246814203267
1.4,1.2,0,2.5,-12.5801847976635
1.4,1.2,0,4,-3.27742581662385
1.4,1.2,0,5.5,4.26770338486899
1.4,1.2,0,7,3.67866099997272
1.4,1.2,0,8.5,0.895525154843935
1.4,1.2,0,9.25,2.19651123227212
1.4,1.2,0,10,-4.82032379528332
1.4,1.2,0,11.5,-0.0671578803798322
1.4,1.2,0,12.25,0.991854275895745
1.4,1.2,0,12.625,1.1990212262393
1.4,1.2,0,13,0.993105824208643
1.4,1.2,0,13.375,2.01675002539261
1.4,1.2,0,13.75,3.43548971684636
1.4,1.2,0,14.5,3.69309290450047
1.4,1.2,0,15.25,5.59038202219176
1.4,1.2,0,16,6.40252600227988
1.4,1.2,0,16.75,6.47320620298115
1.4,1.2,0,17.5,6.3960439415349
1.4,1.2,0,19,5.73453448731714
1.4,1.2,0,20.5,3.63529437998728
1.4,1.2,0,22,3.5232331991635
1.4,1.2,0,22.75,3.97389827105823
1.4,1.2,0,23.5,3.97436558001195
1.4,1.2,0,24.25,3.28721904547566
1.4,1.2,0,25,3.93678027358617
1.4,1.3,0,1,-24.8827722247514
1.4,1.3,0,2.5,-12.3879064322723
1.4,1.3,0,4,-3.18856435174797
1.4,1.3,0,5.5,4.30577935389121
1.4,1.3,0,7,3.79465079553713
1.4,1.3,0,8.5,0.568869217232943
1.4,1.3,0,10,-0.609445955655733
1.4,1.3,0,11.5,2.4340687084028
1.4,1.3,0,12.25,2.75857751475462
1.4,1.3,0,12.625,2.72346022114404
1.4,1.3,0,13,2.40288060320285
1.4,1.3,0,13.75,4.11457171627933
1.4,1.3,0,14.5,5.80980038276121
1.4,1.3,0,15.25,7.00950531073109
1.4,1.3,0,16,7.18000412762117
1.4,1.3,0,17.5,6.37768000368889
1.4,1.3,0,18.25,5.82731701295777
1.4,1.3,0,19,4.47886932659684
1.4,1.3,0,19.75,2.69467951783761
1.4,1.3,0,20.5,2.71366451581017
1.4,1.3,0,21.25,3.73349662312276
1.4,1.3,0,22,4.36850699574975
1.4,1.3,0,23.5,4.52679541709746
1.4,1.3,0,25,5.20551814369767
1.4,1.4,0,1,-24.6205015099785
1.4,1.4,0,2.5,-12.1762260401266
1.4,1.4,0,4,-3.07221279235771
1.4,1.4,0,5.5,4.36246415074136
1.4,1.4,0,7,3.60840979607605
1.4,1.4,0,8.5,-0.632000811231305
1.4,1.4,0,9.25,0.713646131554486
1.4,1.4,0,10,2.21778438291341
1.4,1.4,0,10.75,3.30825373917996
1.4,1.4,0,11.5,4.00014976009534
1.4,1.4,0,12.25,4.27409927082243
1.4,1.4,0,13,3.41453230561655
1.4,1.4,0,14.5,6.84946545275093
1.4,1.4,0,15.25,7.58176295346692
1.4,1.4,0,16,7.33002675971961
1.4,1.4,0,17.5,5.94456610564035
1.4,1.4,0,18.25,4.45070445719173
1.4,1.4,0,19,1.73748891266172
1.4,1.4,0,19.75,2.73671766161922
1.4,1.4,0,20.5,5.29611774853778
1.4,1.4,0,21.25,5.87662797826044
1.4,1.4,0,22,5.67783534771199
1.4,1.4,0,22.75,5.4897075188868
1.4,1.4,0,23.5,5.48868303328363
1.4,1.4,0,24.25,5.78913290001482
1.4,1.4,0,25,6.53462697748749
1.4,1.5,0,1,-24.3532538253197
1.4,1.5,0,2.5,-11.9528683838964
1.4,1.5,0,4,-2.91398926176609
1.4,1.5,0,5.5,4.43430692139188
1.4,1.5,0,7,3.38918771312804
1.4,1.5,0,8.5,-3.40866259138921
1.4,1.5,0,9.25,2.78053835495046
1.4,1.5,0,10,2.96407808600678
1.4,1.5,0,10.75,4.51121288974479
1.4,1.5,0,11.5,5.11628516088518
1.4,1.5,0,13,3.45326903797186
1.4,1.5,0,13.75,5.05311044607517
1.4,1.5,0,14.5,7.31574985925968
1.4,1.5,0,15.25,7.86401798135198
1.4,1.5,0,16,6.99121012890154
1.4,1.5,0,17.5,4.72017341492179
1.4,1.5,0,18.25,0.376079520387917
1.4,1.5,0,19,1.39606839536712
1.4,1.5,0,19.75,5.67617386463881
1.4,1.5,0,20.5,6.63756510426108
1.4,1.5,0,22,5.33779232526289
1.4,1.5,0,23.5,5.23353242883359
1.4,1.5,0,25,6.44796423075538
1.4,1.6,0,1,-24.0569385033445
1.4,1.6,0,2.5,-11.7184787576145
1.4,1.6,0,4,-2.74971683161443
1.4,1.6,0,5.5,4.48029992153583
1.4,1.6,0,7,2.92968294376837
1.4,1.6,0,8.5,-5.31746021322352
1.4,1.6,0,9.25,2.85474837444853
1.4,1.6,0,10,3.21323776058538
1.4,1.6,0,10.75,5.34467395571796
1.4,1.6,0,11.5,6.18441006225264
1.4,1.6,0,12.25,3.98575365614417
1.4,1.6,0,12.625,3.69691757650013
1.4,1.6,0,13,3.51021225744956
1.4,1.6,0,13.75,5.42269709409981
1.4,1.6,0,14.5,7.63529829916697
1.4,1.6,0,15.25,7.74385680039071
1.4,1.6,0,16,6.78458124429694
1.4,1.6,0,16.75,5.33634509777209
1.4,1.6,0,17.5,0.820292416241886
1.4,1.6,0,18.25,1.66684333973962
1.4,1.6,0,19,5.3010173171516
1.4,1.6,0,19.75,7.01919776401553
1.4,1.6,0,20.5,7.47171826238681
1.4,1.6,0,20.875,7.23426505277411
1.4,1.6,0,21.25,6.36990328873777
1.4,1.6,0,22,2.65924412224385
1.4,1.6,0,23.5,4.88908607718744
1.4,1.6,0,25,4.23034330218653
1.4,1.7,0,1,-23.780117030509
1.4,1.7,0,2.5,-11.485236852579
1.4,1.7,0,4,-2.58821957664295
1.4,1.7,0,5.5,4.51619542595051
1.4,1.7,0,7,2.19709604026044
1.4,1.7,0,8.5,-1.11305719056029
1.4,1.7,0,10,3.27321271175675
1.4,1.7,0,10.75,5.95958150475091
1.4,1.7,0,11.5,5.63954991959263
1.4,1.7,0,12.25,4.01932087930288
1.4,1.7,0,12.625,3.84571808742607
1.4,1.7,0,13,3.57918867849901
1.4,1.7,0,13.75,5.69386214602368
1.4,1.7,0,14.5,7.82558103597881
1.4,1.7,0,15.25,7.42962138419465
1.4,1.7,0,16,6.41164859591949
1.4,1.7,0,16.75,3.47312670096575
1.4,1.7,0,17.5,1.24874378856712
1.4,1.7,0,18.25,4.78340444762756
1.4,1.7,0,19,6.54587850802868
1.4,1.7,0,20.5,7.44287872129551
1.4,1.7,0,20.875,6.40403037356666
1.4,1.7,0,21.25,3.78544905628936
1.4,1.7,0,22,1.59713728263084
1.4,1.7,0,23.5,4.3029043119398
1.4,1.7,0,25,4.21780787014098
1.4,1.8,0,1,-23.5530725387294
1.4,1.8,0,2.5,-11.3066234212591
1.4,1.8,0,4,-2.51762069609827
1.4,1.8,0,4.75,2.35362729209306
1.4,1.8,0,5.5,4.5051596774002
1.4,1.8,0,7,1.35062270342052
1.4,1.8,0,8.5,0.201815581097641
1.4,1.8,0,9.25,2.77573021775752
1.4,1.8,0,10,3.36564588970251
1.4,1.8,0,10.75,6.36578034441331
1.4,1.8,0,11.5,4.07941420578518
1.4,1.8,0,12.25,4.24942512291976
1.4,1.8,0,13,3.69976431509322
1.4,1.8,0,13.75,5.62235079455041
1.4,1.8,0,14.5,7.60329640253592
1.4,1.8,0,15.25,7.19654220160612
1.4,1.8,0,16,5.54883953336098
1.4,1.8,0,16.75,1.53552033046039
1.4,1.8,0,17.5,2.94069689460817
1.4,1.8,0,17.875,5.00045848718277
1.4,1.8,0,18.25,5.84273328884498
1.4,1.8,0,19,6.6639068213165
1.4,1.8,0,19.75,7.30449192984223
1.4,1.8,0,20.5,6.16708610937592
1.4,1.8,0,21.25,-0.696206495037394
1.4,1.8,0,22,1.7710670792529
1.4,1.8,0,22.75,2.8108306355052
1.4,1.8,0,23.5,3.33686605843416
1.4,1.8,0,25,4.24896658245547
1.4,1.9,0,1,-23.3073732734677
1.4,1.9,0,1.75,-15.9170370320567
1.4,1.9,0,2.5,-11.0974296361188
1.4,1.9,0,4,-2.37357651732301
1.4,1.9,0,5.5,4.50483425983348
1.4,1.9,0,7,0.329650418105165
1.4,1.9,0,8.5,0.822198539822215
1.4,1.9,0,9.25,2.85564053307633
1.4,1.9,0,10,3.79355835832424
1.4,1.9,0,10.75,6.50717970740349
1.4,1.9,0,11.5,4.40206177588757
1.4,1.9,0,12.25,4.45115902985817
1.4,1.9,0,13,3.811402828678
1.4,1.9,0,13.75,5.79785258509511
1.4,1.9,0,14.5,7.79985467363004
1.4,1.9,0,15.25,6.91986551647159
1.4,1.9,0,16,4.78947779307371
1.4,1.9,0,16.75,2.13890200103922
1.4,1.9,0,17.5,5.02341214766743
1.4,1.9,0,18.25,6.26908242270175
1.4,1.9,0,19,6.90066094555131
1.4,1.9,0,19.75,6.94237104890583
1.4,1.9,0,20.5,3.59532261615287
1.4,1.9,0,21.25,-0.765477489816058
1.4,1.9,0,22,1.39380887260337
1.4,1.9,0,22.75,1.89796582564882
1.4,1.9,0,23.5,3.96755829179109
1.4,1.9,0,24.25,4.08888714783432
1.4,1.9,0,25,3.88567466317025
1.4,1.91,0,1,-23.3115021987355
1.4,1.91,0,1.75,-15.9241382860106
1.4,1.91,0,2.5,-11.1074455273099
1.4,1.91,0,4,-2.34364902600101
1.4,1.91,0,5.5,4.49788142671228
1.4,1.91,0,7,0.244552424784953
1.4,1.91,0,8.5,0.858452045746855
1.4,1.91,0,9.25,2.86400948768792
1.4,1.91,0,10,3.79844219015649
1.4,1.91,0,10.75,6.36445877817812
1.4,1.91,0,11.5,4.43727241751491
1.4,1.91,0,12.25,4.48001699982581
1.4,1.91,0,13,3.83550154771209
1.4,1.91,0,13.75,5.72595921589291
1.4,1.91,0,14.5,7.72998679884235
1.4,1.91,0,15.25,6.85361510601535
1.4,1.91,0,16,4.72425459685874
1.4,1.91,0,16.75,2.46092018281041
1.4,1.91,0,17.5,5.07263081467027
1.4,1.91,0,17.875,5.77079745540313
1.4,1.91,0,18.25,6.11423490100925
1.4,1.91,0,19,6.55912901789209
1.4,1.91,0,19.75,6.48185717518125
1.4,1.91,0,20.5,2.89651633246996
1.4,1.91,0,21.25,-0.690834726282902
1.4,1.91,0,22,1.58350904925929
1.4,1.91,0,22.75,1.40798019021586
1.4,1.91,0,23.5,4.01980042847835
1.4,1.91,0,25,4.06592916832679
1.5,0.5,0,1,-27.9331848873867
1.5,0.5,0,2.5,-15.0492446264604
1.5,0.5,0,4,-5.23885003884354
1.5,0.5,0,5.5,3.33484886107394
1.5,0.5,0,7,2.93939021176453
1.5,0.5,0,10,2.49448122527586
1.5,0.5,0,10.75,4.73171448725853
1.5,0.5,0,11.5,4.67014755979378
1.5,0.5,0,13,1.7776977494721
1.5,0.5,0,14.5,4.55688814159633
1.5,0.5,0,15.25,4.486258793077
1.5,0.5,0,16,4.29079140689072
1.5,0.5,0,19,4.37168504936263
1.5,0.5,0,22,1.46150148053956
1.5,0.5,0,25,4.79148706581728
1.5,0.6,0,1,-27.3717047128517
1.5,0.6,0,2.5,-14.5311643937511
1.5,0.6,0,4,-4.7775709178163
1.5,0.6,0,5.5,3.51962376586512
1.5,0.6,0,7,2.92241057216296
1.5,0.6,0,10,2.83986899459932
1.5,0.6,0,10.75,4.63810322132543
1.5,0.6,0,11.5,4.07907041424257
1.5,0.6,0,13,1.90456664715199
1.5,0.6,0,14.5,4.60374713826469
1.5,0.6,0,15.25,3.49655127197902
1.5,0.6,0,16,2.91251241462764
1.5,0.6,0,19,1.57458334668149
1.5,0.6,0,20.5,-1.57852581749587
1.5,0.6,0,22,1.20320373667397
1.5,0.6,0,25,2.99440128578341
1.5,0.7,0,1,-26.7499573520384
1.5,0.7,0,1.75,-19.1668720015358
1.5,0.7,0,2.5,-13.981833338411
1.5,0.7,0,4,-4.31441105463334
1.5,0.7,0,5.5,3.70187671138274
1.5,0.7,0,7,2.97836958106818
1.5,0.7,0,8.5,0.719830942236271
1.5,0.7,0,10,2.98104520939671
1.5,0.7,0,10.75,4.12906375158196
1.5,0.7,0,11.5,2.86520294894586
1.5,0.7,0,13,1.55696479777667
1.5,0.7,0,13.75,3.90355951020299
1.5,0.7,0,14.5,3.5067506547514
1.5,0.7,0,15.25,-0.0529175127412107
1.5,0.7,0,16,-1.04405404877408
1.5,0.7,0,16.75,-2.7123954411329
1.5,0.7,0,17.5,-3.46096525559632
1.5,0.7,0,18.25,-0.641362919356662
1.5,0.7,0,19,0.341877392534103
1.5,0.7,0,19.75,0.234994564016449
1.5,0.7,0,20.5,-0.251279492967242
1.5,0.7,0,21.25,1.30125732768731
1.5,0.7,0,22,3.04564895686679
1.5,0.7,0,22.75,3.99948682794144
1.5,0.7,0,23.5,3.89180846677643
1.5,0.7,0,25,1.2680481357771
1.5,0.8,0,1,-26.3230862560839
1.5,0.8,0,2.5,-13.5892457559269
1.5,0.8,0,4,-3.9906581373286
1.5,0.8,0,5.5,3.80980125653227
1.5,0.8,0,7,2.94353004925278
1.5,0.8,0,8.5,0.713985899768186
1.5,0.8,0,9.25,2.07951855278412
1.5,0.8,0,10,3.08840383424207
1.5,0.8,0,10.75,3.20831402141178
1.5,0.8,0,11.5,0.991278473366946
1.5,0.8,0,13,0.537538770901589
1.5,0.8,0,16,-4.47403921136231
1.5,0.8,0,19,3.17687220946924
1.5,0.8,0,25,2.41781751095923
1.5,0.9,0,1,-25.9404418874728
1.5,0.9,0,2.5,-13.2493047010781
1.5,0.9,0,4,-3.7140994108865
1.5,0.9,0,4.75,1.51217878135102
1.5,0.9,0,5.5,3.86659478592072
1.5,0.9,0,7,2.82073149348383
1.5,0.9,0,8.5,0.715435529553697
1.5,0.9,0,9.25,2.13981629969719
1.5,0.9,0,10,2.8808607104719
1.5,0.9,0,11.5,-1.86917725092061
1.5,0.9,0,13,-1.55586652682499
1.5,0.9,0,13.375,0.680337992670194
1.5,0.9,0,13.75,2.49910526163832
1.5,0.9,0,14.5,-2.95563416330953
1.5,0.9,0,15.25,-3.39867978696888
1.5,0.9,0,16,-4.15681068264643
1.5,0.9,0,17.5,2.97744911078632
1.5,0.9,0,18.25,4.64749436197788
1.5,0.9,0,19,4.62265965650334
1.5,0.9,0,19.75,3.49433285108952
1.5,0.9,0,20.5,2.82983082213769
1.5,0.9,0,22,5.67767271268368
1.5,0.9,0,22.75,4.9916562333022
1.5,0.9,0,23.5,3.96065582233581
1.5,0.9,0,24.25,2.80155075921758
1.5,0.9,0,25,2.59095829280674
1.5,1,0,1,-25.5043926692729
1.5,1,0,2.5,-12.8771283222091
1.5,1,0,4,-3.34321488002541
1.5,1,0,4.75,1.80700689388443
1.5,1,0,5.5,4.00318868155472
1.5,1,0,7,2.68359230747713
1.5,1,0,8.5,0.957386612984338
1.5,1,0,9.25,2.3468174239603
1.5,1,0,10,2.01655117886772
1.5,1,0,10.75,-2.31310567407632
1.5,1,0,11.5,-5.0476784566127
1.5,1,0,13,-2.59901917751095
1.5,1,0,13.75,0.982860390972014
1.5,1,0,14.5,-0.993285317288615
1.5,1,0,15.25,-1.63823145232804
1.5,1,0,16,1.60225576361235
1.5,1,0,16.375,3.00066203053427
1.5,1,0,16.75,3.98096025327285
1.5,1,0,17.5,4.93021162754481
1.5,1,0,18.25,5.25140813264021
1.5,1,0,19,4.8768448410079
1.5,1,0,20.5,3.57036644182082
1.5,1,0,21.25,5.57725185638245
1.5,1,0,22,5.39463665726102
1.5,1,0,22.75,4.64035297260067
1.5,1,0,23.5,3.43246455699423
1.5,1,0,24.25,1.9412163053225
1.5,1,0,25,2.15799883173869
1.5,1.1,0,1,-25.1984116552284
1.5,1.1,0,2.5,-12.5928434914909
1.5,1.1,0,4,-2.9770345891917
1.5,1.1,0,4.75,2.06851229706832
1.5,1.1,0,5.5,4.06956404077918
1.5,1.1,0,7,2.43487195078457
1.5,1.1,0,8.5,1.05531388749399
1.5,1.1,0,9.25,2.11847351680991
1.5,1.1,0,10,-1.03451688943877
1.5,1.1,0,11.5,-5.19316067666067
1.5,1.1,0,13,-0.359124555631536
1.5,1.1,0,13.75,1.43293642037921
1.5,1.1,0,14.5,0.440466812439188
1.5,1.1,0,15.25,2.56541710554482
1.5,1.1,0,16,4.38532536732089
1.5,1.1,0,16.75,4.88956072506317
1.5,1.1,0,17.5,5.05997610003718
1.5,1.1,0,19,4.42694226609065
1.5,1.1,0,20.5,4.55174383593454
1.5,1.1,0,20.875,5.32552450256747
1.5,1.1,0,21.25,4.84725840886292
1.5,1.1,0,22,4.09530715618984
1.5,1.1,0,22.75,3.70467544694574
1.5,1.1,0,23.5,2.07835869985798
1.5,1.1,0,24.25,0.915328112960845
1.5,1.1,0,25,1.21078728990973
1.5,1.2,0,1,-24.8225519555966
1.5,1.2,0,2.5,-12.2649911662403
1.5,1.2,0,4,-2.77050386381427
1.5,1.2,0,4.75,2.19326559213256
1.5,1.2,0,5.5,4.05354074075209
1.5,1.2,0,7,2.13284814965395
1.5,1.2,0,8.5,1.0707127966347
1.5,1.2,0,9.25,1.6785573799036
1.5,1.2,0,10,-7.53539228836287
1.5,1.2,0,11.5,-1.32364848859202
1.5,1.2,0,12.25,-0.283287979900023
1.5,1.2,0,13,2.07877467527664
1.5,1.2,0,13.75,2.6832915490725
1.5,1.2,0,14.5,3.20357590368641
1.5,1.2,0,15.25,4.5903542654868
1.5,1.2,0,16,5.03409649456982
1.5,1.2,0,16.75,4.98899961215402
1.5,1.2,0,17.5,4.9253888978671
1.5,1.2,0,19,4.66065978411079
1.5,1.2,0,20.5,4.53587354749198
1.5,1.2,0,22,4.37083974824775
1.5,1.2,0,25,3.35568490002487
1.5,1.3,0,1,-24.554288801719
1.5,1.3,0,1.75,-17.064894923383
1.5,1.3,0,2.5,-12.0378172323586
1.5,1.3,0,4,-2.5365251805614
1.5,1.3,0,5.5,4.06892562870618
1.5,1.3,0,7,2.25216200100655
1.5,1.3,0,8.5,0.854041526954704
1.5,1.3,0,9.25,-1.541283601049
1.5,1.3,0,10,-3.43148921237479
1.5,1.3,0,10.75,-0.959944987235309
1.5,1.3,0,11.5,0.836551719496145
1.5,1.3,0,12.25,0.337054602142459
1.5,1.3,0,13,3.40385786253583
1.5,1.3,0,13.75,3.95673390588313
1.5,1.3,0,14.5,4.79054259328126
1.5,1.3,0,15.25,5.33960004935657
1.5,1.3,0,16,5.29578044304703
1.5,1.3,0,17.5,4.55150627541586
1.5,1.3,0,19,2.70268344020155
1.5,1.3,0,19.75,2.19768960766543
1.5,1.3,0,20.5,2.56411810498051
1.5,1.3,0,21.25,4.19735473762517
1.5,1.3,0,22,5.14962295937374
1.5,1.3,0,22.75,3.73927315975022
1.5,1.3,0,23.5,3.08513388866803
1.5,1.3,0,25,5.40524018363526
1.5,1.4,0,1,-24.3314268247775
1.5,1.4,0,1.75,-16.8649610729956
1.5,1.4,0,2.5,-11.8799109888003
1.5,1.4,0,4,-2.53016645865889
1.5,1.4,0,5.5,4.19952668139843
1.5,1.4,0,7,2.31872601595625
1.5,1.4,0,8.5,-0.621362982822097
1.5,1.4,0,10,-0.0130683193807071
1.5,1.4,0,10.75,1.97867594798617
1.5,1.4,0,11.5,2.92036403719147
1.5,1.4,0,12.25,2.76619620618407
1.5,1.4,0,12.625,3.26291972634962
1.5,1.4,0,13,4.0861692385932
1.5,1.4,0,14.5,6.19004846600668
1.5,1.4,0,15.25,6.21598324528963
1.5,1.4,0,16,5.55083392211912
1.5,1.4,0,17.5,4.14216360249726
1.5,1.4,0,19,-0.294413167316774
1.5,1.4,0,19.75,2.54661006348443
1.5,1.4,0,20.5,4.82385953979039
1.5,1.4,0,22,5.86990908838117
1.5,1.4,0,25,5.96088794653875
1.5,1.5,0,1,-24.101627375297
1.5,1.5,0,1.75,-16.6465846353517
1.5,1.5,0,2.5,-11.6907231179531
1.5,1.5,0,4,-2.4047669764181
1.5,1.5,0,4.75,2.44320668034806
1.5,1.5,0,5.5,4.22493551045286
1.5,1.5,0,7,2.08797533996063
1.5,1.5,0,8.5,-3.48544489485795
1.5,1.5,0,9.25,1.20321572724328
1.5,1.5,0,10,1.31751512081538
1.5,1.5,0,10.75,3.48294557733639
1.5,1.5,0,11.5,4.3210201308589
