"patchX [cm]","patchY [cm]","Phi [deg]","Freq [GHz]","max(dB(GainTotal)) []"
1.5,1.5,0,12.25,3.49475736209563
1.5,1.5,0,13,4.4140647871346
1.5,1.5,0,13.75,6.24659881506649
1.5,1.5,0,14.5,6.80955140059538
1.5,1.5,0,15.25,6.40629662158635
1.5,1.5,0,16,5.47662808347716
1.5,1.5,0,16.75,4.50446250923753
1.5,1.5,0,17.5,2.28270986049266
1.5,1.5,0,19,3.48580798980535
1.5,1.5,0,19.75,5.10033194241831
1.5,1.5,0,20.5,6.52713092671112
1.5,1.5,0,22,6.37018688888889
1.5,1.5,0,22.75,6.25358637172011
1.5,1.5,0,23.5,5.83958288945221
1.5,1.5,0,24.25,5.84603515694876
1.5,1.5,0,25,5.45530821064516
1.5,1.6,0,1,-23.8569786187314
1.5,1.6,0,1.75,-16.4209358249056
1.5,1.6,0,2.5,-11.4985350267693
1.5,1.6,0,4,-2.29110428214577
1.5,1.6,0,5.5,4.20892830906335
1.5,1.6,0,7,1.65285268415414
1.5,1.6,0,8.5,-1.62484814720747
1.5,1.6,0,9.25,1.92927121600968
1.5,1.6,0,10,1.98581683280205
1.5,1.6,0,10.75,4.55223334412051
1.5,1.6,0,11.5,5.49498620630447
1.5,1.6,0,12.25,3.55230602411876
1.5,1.6,0,12.625,3.63165669083552
1.5,1.6,0,13,4.45154546467449
1.5,1.6,0,13.75,6.51373397542033
1.5,1.6,0,14.5,6.93788019654995
1.5,1.6,0,15.25,5.8481321238714
1.5,1.6,0,16,5.0594704894714
1.5,1.6,0,16.75,3.18484485538653
1.5,1.6,0,17.5,-1.45251924954924
1.5,1.6,0,18.25,3.04578884840616
1.5,1.6,0,19,5.02259803224444
1.5,1.6,0,19.75,6.26722066206574
1.5,1.6,0,20.5,6.66225353085749
1.5,1.6,0,22,5.81987474729156
1.5,1.6,0,25,3.41206449850926
1.5,1.7,0,1,-23.5127040314916
1.5,1.7,0,2.5,-11.2237831324459
1.5,1.7,0,4,-2.08041430902835
1.5,1.7,0,4.75,2.68529707358232
1.5,1.7,0,5.5,4.19548244598152
1.5,1.7,0,7,0.735345858729473
1.5,1.7,0,8.5,1.22710632066189
1.5,1.7,0,9.25,2.25715496168488
1.5,1.7,0,10,2.70881142242336
1.5,1.7,0,10.75,5.62936842906858
1.5,1.7,0,11.5,3.88136561228166
1.5,1.7,0,12.25,3.78660504653027
1.5,1.7,0,12.625,3.88351021940833
1.5,1.7,0,13,4.94562494089347
1.5,1.7,0,13.75,7.02833242053269
1.5,1.7,0,14.5,6.99346698168943
1.5,1.7,0,16,4.16966832161817
1.5,1.7,0,16.375,2.52594299841
1.5,1.7,0,16.75,0.227601606700849
1.5,1.7,0,17.5,0.64052093618911
1.5,1.7,0,18.25,5.42376347968667
1.5,1.7,0,19,6.12035202512269
1.5,1.7,0,19.75,6.74321679074647
1.5,1.7,0,20.5,4.47877790594981
1.5,1.7,0,21.25,4.28626403316081
1.5,1.7,0,22,6.04986719027871
1.5,1.7,0,22.75,5.86038393820445
1.5,1.7,0,23.5,4.95354816379548
1.5,1.7,0,25,4.65087736048857
1.5,1.8,0,1,-23.3142904080571
1.5,1.8,0,1.75,-15.9104874269161
1.5,1.8,0,2.5,-11.0601932767904
1.5,1.8,0,4,-1.95934773280997
1.5,1.8,0,5.5,4.16493138923352
1.5,1.8,0,7,-0.13228175039252
1.5,1.8,0,8.5,1.45968727596292
1.5,1.8,0,9.25,2.40920357833755
1.5,1.8,0,10,3.20035653421686
1.5,1.8,0,10.75,5.99043549256213
1.5,1.8,0,11.5,4.04773356254518
1.5,1.8,0,12.25,3.9528924928523
1.5,1.8,0,12.625,3.92964983043873
1.5,1.8,0,13,4.95899108143451
1.5,1.8,0,13.75,7.14759453679914
1.5,1.8,0,14.5,6.665949973268
1.5,1.8,0,15.25,5.08582458591279
1.5,1.8,0,16,3.32066219801592
1.5,1.8,0,16.75,-0.27857845444281
1.5,1.8,0,17.5,3.09011042656888
1.5,1.8,0,18.25,5.98944829320924
1.5,1.8,0,19,6.55017193853095
1.5,1.8,0,19.375,6.6769636719248
1.5,1.8,0,19.75,6.1180580957655
1.5,1.8,0,20.5,0.629104718787619
1.5,1.8,0,21.25,3.97602155891856
1.5,1.8,0,22,5.47129435922093
1.5,1.8,0,22.75,4.89839037213652
1.5,1.8,0,23.5,4.21209322817669
1.5,1.8,0,24.25,4.55143072874292
1.5,1.8,0,25,5.10791127641269
1.5,1.9,0,1,-23.0562462676202
1.5,1.9,0,2.5,-10.8580978632604
1.5,1.9,0,4,-1.79147699574106
1.5,1.9,0,4.75,2.87106730883306
1.5,1.9,0,5.5,4.08472966858652
1.5,1.9,0,7,-1.29728039683858
1.5,1.9,0,8.5,1.53988929174476
1.5,1.9,0,9.25,2.42071317260427
1.5,1.9,0,10,3.81283075760512
1.5,1.9,0,10.75,3.55495638301816
1.5,1.9,0,11.5,4.34707238363502
1.5,1.9,0,12.25,4.06195403524636
1.5,1.9,0,13,5.086021970822
1.5,1.9,0,13.375,6.47723510586404
1.5,1.9,0,13.75,7.33795966672328
1.5,1.9,0,14.5,6.38334172976445
1.5,1.9,0,15.25,4.67133953582762
1.5,1.9,0,16,2.58298628275028
1.5,1.9,0,16.75,2.02404450531574
1.5,1.9,0,17.5,4.2644369426713
1.5,1.9,0,18.25,6.09698036077939
1.5,1.9,0,19,6.25932654893376
1.5,1.9,0,19.75,3.19192944387805
1.5,1.9,0,20.5,1.25964916079991
1.5,1.9,0,22,5.11335095973954
1.5,1.9,0,23.5,4.77137053825179
1.5,1.9,0,24.25,4.53370106539909
1.5,1.9,0,25,4.10566786339133
1.5,1.91,0,1,-23.0044318564352
1.5,1.91,0,1.75,-15.6215383694696
1.5,1.91,0,2.5,-10.8093157348337
1.5,1.91,0,4,-1.7582528865245
1.5,1.91,0,4.75,2.89921970594533
1.5,1.91,0,5.5,4.08721493740594
1.5,1.91,0,7,-1.45990033462233
1.5,1.91,0,8.5,1.59498154630153
1.5,1.91,0,9.25,2.47562961308776
1.5,1.91,0,10,3.90079611243396
1.5,1.91,0,10.75,3.34956372907264
1.5,1.91,0,11.5,4.38715682416546
1.5,1.91,0,12.25,4.09039814549283
1.5,1.91,0,13,5.17743993734007
1.5,1.91,0,13.75,7.37929936796041
1.5,1.91,0,14.5,6.2898279996733
1.5,1.91,0,15.25,4.68024855160401
1.5,1.91,0,16,2.45397489150187
1.5,1.91,0,16.75,2.29700291513704
1.5,1.91,0,17.5,4.24476010667251
1.5,1.91,0,19,6.25401957458581
1.5,1.91,0,19.375,5.38791964878905
1.5,1.91,0,19.75,2.83608320778387
1.5,1.91,0,20.5,1.28719395822572
1.5,1.91,0,21.25,4.1275312349316
1.5,1.91,0,22,4.87247708410853
1.5,1.91,0,23.5,4.75062404521805
1.5,1.91,0,24.25,4.68786506855605
1.5,1.91,0,25,4.02347169217519
1.6,0.5,0,1,-27.6112151314949
1.6,0.5,0,1.75,-19.9679619411203
1.6,0.5,0,2.5,-14.692432033177
1.6,0.5,0,4,-4.74864264261556
1.6,0.5,0,5.5,3.0855930458605
1.6,0.5,0,7,1.30740827341228
1.6,0.5,0,8.5,0.421820258968117
1.6,0.5,0,10,2.47371539803951
1.6,0.5,0,11.5,3.41998006469536
1.6,0.5,0,12.25,1.36090958741699
1.6,0.5,0,13,2.04300512563816
1.6,0.5,0,14.5,3.22462780268885
1.6,0.5,0,16,3.84599204973409
1.6,0.5,0,19,3.25439216594312
1.6,0.5,0,20.5,0.409852488092184
1.6,0.5,0,22,3.07634401219285
1.6,0.5,0,23.5,2.44678142870121
1.6,0.5,0,24.25,3.81260131551336
1.6,0.5,0,25,4.45284016852422
1.6,0.6,0,1,-27.057922057877
1.6,0.6,0,1.75,-19.4371482388278
1.6,0.6,0,2.5,-14.1938244527484
1.6,0.6,0,4,-4.24309659799602
1.6,0.6,0,5.5,3.24503966793883
1.6,0.6,0,7,1.23909544967855
1.6,0.6,0,8.5,0.639200864068122
1.6,0.6,0,10,2.7819487877646
1.6,0.6,0,10.75,3.73816056003389
1.6,0.6,0,11.5,2.62852741433845
1.6,0.6,0,13,2.48001698416386
1.6,0.6,0,14.5,2.74194078254357
1.6,0.6,0,16,2.49155743160866
1.6,0.6,0,19,0.812603028430701
1.6,0.6,0,25,2.9805586886496
1.6,0.7,0,1,-26.4397138087983
1.6,0.7,0,2.5,-13.6455262102428
1.6,0.7,0,4,-3.82717924084175
1.6,0.7,0,4.75,1.41114347758743
1.6,0.7,0,5.5,3.37141465214739
1.6,0.7,0,7,1.29337918658062
1.6,0.7,0,8.5,0.916724544799607
1.6,0.7,0,9.25,1.79307957116311
1.6,0.7,0,10,2.68801694143449
1.6,0.7,0,11.5,1.36647040980594
1.6,0.7,0,12.25,0.653047026123137
1.6,0.7,0,13,2.64860719226369
1.6,0.7,0,13.375,3.34521918093301
1.6,0.7,0,13.75,2.96878698082724
1.6,0.7,0,14.5,-0.257330554730504
1.6,0.7,0,15.25,-1.04972508566285
1.6,0.7,0,16,-1.35984250301779
1.6,0.7,0,16.75,-2.62641612240907
1.6,0.7,0,17.5,0.117663199053987
1.6,0.7,0,18.25,-1.8308732541627
1.6,0.7,0,19,0.656790936454932
1.6,0.7,0,19.75,-0.0483046288628722
1.6,0.7,0,20.5,0.295610580412214
1.6,0.7,0,22,1.75634331542899
1.6,0.7,0,22.75,2.45496833625267
1.6,0.7,0,23.5,2.98325565492466
1.6,0.7,0,25,1.61007521950302
1.6,0.8,0,1,-25.9819429232902
1.6,0.8,0,2.5,-13.2211468261587
1.6,0.8,0,4,-3.43348169416917
1.6,0.8,0,4.75,1.67009994385588
1.6,0.8,0,5.5,3.45280618787497
1.6,0.8,0,7,1.16446880881529
1.6,0.8,0,8.5,1.12050626791418
1.6,0.8,0,9.25,1.87154942852572
1.6,0.8,0,10,2.54800744933167
1.6,0.8,0,11.5,-0.240580676270271
1.6,0.8,0,13,2.55933885255608
1.6,0.8,0,13.375,2.95954893061172
1.6,0.8,0,13.75,0.963280329236371
1.6,0.8,0,14.5,-3.80665911934219
1.6,0.8,0,16,-4.86634008283636
1.6,0.8,0,16.75,-4.02176379208743
1.6,0.8,0,17.5,-0.912891518681361
1.6,0.8,0,18.25,1.92803042961108
1.6,0.8,0,19,2.68930686615395
1.6,0.8,0,19.75,1.91648169146525
1.6,0.8,0,20.5,1.79153566537808
1.6,0.8,0,21.25,2.5318630462028
1.6,0.8,0,22,3.31906826270467
1.6,0.8,0,22.75,3.93909127417787
1.6,0.8,0,23.5,3.30891415226885
1.6,0.8,0,24.25,1.59438983090094
1.6,0.8,0,25,1.40850782533194
1.6,0.9,0,1,-25.5976125106887
1.6,0.9,0,2.5,-12.8952991233871
1.6,0.9,0,4,-3.10172817722093
1.6,0.9,0,4.75,1.92002275310922
1.6,0.9,0,5.5,3.53530631809776
1.6,0.9,0,7,1.02626694866828
1.6,0.9,0,8.5,1.31343890871635
1.6,0.9,0,9.25,1.80977854702458
1.6,0.9,0,10,1.8071400729883
1.6,0.9,0,10.75,-0.477668329431236
1.6,0.9,0,11.5,-2.21321679853717
1.6,0.9,0,12.25,-1.77346651721564
1.6,0.9,0,13,1.91257815891181
1.6,0.9,0,13.1875,1.7810482248361
1.6,0.9,0,13.375,0.173521364841195
1.6,0.9,0,13.75,-2.41466129567893
1.6,0.9,0,14.5,-4.02313420461338
1.6,0.9,0,15.25,-3.77133281167424
1.6,0.9,0,16,-3.86609059128553
1.6,0.9,0,17.5,2.92843102819159
1.6,0.9,0,18.25,3.69829329238005
1.6,0.9,0,19,3.14619462640321
1.6,0.9,0,20.5,2.40914856356721
1.6,0.9,0,20.875,3.39408860993573
1.6,0.9,0,21.25,3.98221009194088
1.6,0.9,0,22,4.10143610684802
1.6,0.9,0,22.75,3.66324488618863
1.6,0.9,0,23.5,2.07255176558718
1.6,0.9,0,25,1.19184412856984
1.6,1,0,1,-25.1871161648649
1.6,1,0,1.75,-17.6447207636253
1.6,1,0,2.5,-12.5384324690016
1.6,1,0,4,-2.76961144918931
1.6,1,0,4.75,2.1231285925911
1.6,1,0,5.5,3.53497345319969
1.6,1,0,7,0.703617181211179
1.6,1,0,8.5,1.5249201569783
1.6,1,0,9.25,1.50476664883996
1.6,1,0,10,0.0337537293232039
1.6,1,0,11.5,-4.69112319412216
1.6,1,0,13,-0.0159997195260493
1.6,1,0,13.375,-2.72664879629797
1.6,1,0,13.75,-2.2918061804656
1.6,1,0,14.5,-2.53102011298349
1.6,1,0,15.25,-1.9973067706064
1.6,1,0,16,1.32766817450895
1.6,1,0,16.75,3.12290306995027
1.6,1,0,17.5,3.71916121456929
1.6,1,0,19,3.2705907510436
1.6,1,0,22,4.59565590853689
1.6,1,0,25,0.328159945320603
1.6,1.1,0,1,-24.8502061468476
1.6,1.1,0,1.75,-17.3240224019593
1.6,1.1,0,2.5,-12.2445214130759
1.6,1.1,0,4,-2.5736850450834
1.6,1.1,0,5.5,3.46735834533528
1.6,1.1,0,7,0.501531949704088
1.6,1.1,0,8.5,1.5136281536564
1.6,1.1,0,9.25,1.13389908675314
1.6,1.1,0,10,-3.97800603910714
1.6,1.1,0,11.5,-6.45551420004401
1.6,1.1,0,12.25,-2.81217400293576
1.6,1.1,0,12.625,0.101535115304494
1.6,1.1,0,13,-0.485491303013811
1.6,1.1,0,13.75,0.277679387789624
1.6,1.1,0,14.5,0.0450234806066286
1.6,1.1,0,15.25,1.85035877942901
1.6,1.1,0,16,3.03838893223556
1.6,1.1,0,16.75,3.52451888307885
1.6,1.1,0,17.5,3.58029314023765
1.6,1.1,0,18.25,3.65159830295912
1.6,1.1,0,19,3.49901830464622
1.6,1.1,0,19.75,3.17936096131227
1.6,1.1,0,20.5,5.40740268672481
1.6,1.1,0,21.25,5.11066673373717
1.6,1.1,0,22,4.70120995167634
1.6,1.1,0,22.75,2.41959659422605
1.6,1.1,0,23.5,-1.10773987320248
1.6,1.1,0,24.25,-0.40420543665816
1.6,1.1,0,25,-0.65980431707214
1.6,1.2,0,1,-24.5432900185573
1.6,1.2,0,1.75,-17.032342543509
1.6,1.2,0,2.5,-11.9756231415605
1.6,1.2,0,4,-2.33436332958449
1.6,1.2,0,4.75,2.31470928351267
1.6,1.2,0,5.5,3.40625982746542
1.6,1.2,0,7,0.287851067326035
1.6,1.2,0,8.5,1.6218803559097
1.6,1.2,0,9.25,-0.49464820740172
1.6,1.2,0,10,-7.64737969010205
1.6,1.2,0,11.5,-2.66975736727759
1.6,1.2,0,13,1.63274800236394
1.6,1.2,0,13.75,2.22809982180714
1.6,1.2,0,14.5,2.50243730367575
1.6,1.2,0,15.25,3.31526976118901
1.6,1.2,0,16,3.38198670002764
1.6,1.2,0,16.75,3.66381771918768
1.6,1.2,0,17.5,3.65901504899519
1.6,1.2,0,18.25,4.18722186695783
1.6,1.2,0,19,2.87579478732897
1.6,1.2,0,20.5,4.83601077193283
1.6,1.2,0,21.25,4.97197048696221
1.6,1.2,0,22,4.4907096938356
1.6,1.2,0,22.75,1.39955553202362
1.6,1.2,0,23.5,-0.28600865276691
1.6,1.2,0,25,2.85322928235684
1.6,1.3,0,1,-24.2776948213254
1.6,1.3,0,1.75,-16.7852786430887
1.6,1.3,0,2.5,-11.7575872372353
1.6,1.3,0,4,-2.14500709895578
1.6,1.3,0,4.75,2.40627929003032
1.6,1.3,0,5.5,3.46676190777511
1.6,1.3,0,7,0.536455376550811
1.6,1.3,0,8.5,1.63831086039883
1.6,1.3,0,9.25,-4.94971788067692
1.6,1.3,0,10,-4.59544483596282
1.6,1.3,0,10.75,-2.1594684759072
1.6,1.3,0,11.5,-0.254236247403678
1.6,1.3,0,11.875,-0.0511581109391941
1.6,1.3,0,12.25,0.896894292225887
1.6,1.3,0,12.625,2.60513300281524
1.6,1.3,0,13,3.29441589311028
1.6,1.3,0,13.75,3.58203514182283
1.6,1.3,0,14.5,3.75765479573702
1.6,1.3,0,15.25,3.92693958083561
1.6,1.3,0,16,3.71434163460033
1.6,1.3,0,16.75,3.59331197321428
1.6,1.3,0,17.5,3.64225530243659
1.6,1.3,0,18.25,3.28783220247603
1.6,1.3,0,19,1.83355733068048
1.6,1.3,0,20.5,3.54430121636807
1.6,1.3,0,22,3.93238116597273
1.6,1.3,0,22.75,1.01495346302845
1.6,1.3,0,23.5,1.88120942786621
1.6,1.3,0,25,4.3759955680138
1.6,1.4,0,1,-24.058163628932
1.6,1.4,0,2.5,-11.5771718031665
1.6,1.4,0,4,-2.01997271919059
1.6,1.4,0,4.75,2.51273934031393
1.6,1.4,0,5.5,3.50504175048865
1.6,1.4,0,7,0.459545636399321
1.6,1.4,0,8.5,1.45585465508621
1.6,1.4,0,9.25,-5.40218170083633
1.6,1.4,0,10,-1.62779693470306
1.6,1.4,0,11.5,1.50731022720616
1.6,1.4,0,12.25,3.17442700382461
1.6,1.4,0,13,4.52413613870265
1.6,1.4,0,13.75,4.7167739885282
1.6,1.4,0,14.5,4.59326379228739
1.6,1.4,0,15.25,4.37578125274287
1.6,1.4,0,16,3.96106769267985
1.6,1.4,0,17.5,3.32073865680528
1.6,1.4,0,18.25,1.03131055971552
1.6,1.4,0,19,0.234745568026492
1.6,1.4,0,20.5,5.58487915246288
1.6,1.4,0,22,4.53672749159862
1.6,1.4,0,23.5,4.28602895877916
1.6,1.4,0,24.25,5.48483848356807
1.6,1.4,0,25,5.62102800143232
1.6,1.5,0,1,-23.8139747204904
1.6,1.5,0,2.5,-11.3950073696833
1.6,1.5,0,4,-1.90041193588737
1.6,1.5,0,4.75,2.63413817691687
1.6,1.5,0,5.5,3.63247248430524
1.6,1.5,0,7,0.517127656948407
1.6,1.5,0,8.5,-1.05531710452797
1.6,1.5,0,10,0.20252916943676
1.6,1.5,0,10.75,2.54341982067501
1.6,1.5,0,11.5,3.20531437870661
1.6,1.5,0,13,5.22496469185912
1.6,1.5,0,13.75,5.56378423583312
1.6,1.5,0,14.5,5.17041762877858
1.6,1.5,0,16,4.02435933650875
1.6,1.5,0,17.5,0.822775582560909
1.6,1.5,0,19,2.09299026922709
1.6,1.5,0,19.75,5.04120152512346
1.6,1.5,0,20.5,6.88335841950212
1.6,1.5,0,22,6.4904769919973
1.6,1.5,0,22.75,5.87128799138584
1.6,1.5,0,23.5,5.05462844227196
1.6,1.5,0,24.25,5.70984482454804
1.6,1.5,0,25,4.86422765161358
1.6,1.6,0,1,-23.5790010932191
1.6,1.6,0,1.75,-16.1387018945797
1.6,1.6,0,2.5,-11.2101281094442
1.6,1.6,0,4,-1.7304936586894
1.6,1.6,0,5.5,3.62861464975992
1.6,1.6,0,7,0.183929013160777
1.6,1.6,0,8.5,0.685558847217966
1.6,1.6,0,10,1.09622825922427
1.6,1.6,0,10.75,3.87664502304099
1.6,1.6,0,11.5,3.75604786620793
1.6,1.6,0,12.25,3.93822269532428
1.6,1.6,0,13,5.72308337591114
1.6,1.6,0,13.75,6.0666321761498
1.6,1.6,0,14.5,5.52149404250715
1.6,1.6,0,15.25,4.34649826128702
1.6,1.6,0,16,3.7331501044385
1.6,1.6,0,16.75,1.10575070751542
1.6,1.6,0,17.5,0.911970029769332
1.6,1.6,0,18.25,3.15482942952562
1.6,1.6,0,19,4.04197074326682
1.6,1.6,0,19.75,6.30871380897831
1.6,1.6,0,20.5,6.72237489660211
1.6,1.6,0,22,7.16893261051336
1.6,1.6,0,22.75,6.52771591123896
1.6,1.6,0,23.5,5.94615059153651
1.6,1.6,0,25,3.76479716937553
1.6,1.7,0,1,-23.3131289321554
1.6,1.7,0,1.75,-15.8898494566379
1.6,1.7,0,2.5,-11.0040872389493
1.6,1.7,0,4,-1.54400478314312
1.6,1.7,0,4.75,2.85106359880803
1.6,1.7,0,5.5,3.51682710861557
1.6,1.7,0,7,-0.526160351989467
1.6,1.7,0,8.5,1.39968583040447
1.6,1.7,0,9.25,1.37738178249559
1.6,1.7,0,10,1.7444698609983
1.6,1.7,0,10.75,5.00307306161888
1.6,1.7,0,11.5,3.57435437268916
1.6,1.7,0,12.25,4.1075890771473
1.6,1.7,0,13,6.1162501482033
1.6,1.7,0,13.375,6.45122312996377
1.6,1.7,0,13.75,6.26683724481153
1.6,1.7,0,14.5,5.0269815936792
1.6,1.7,0,15.25,3.86697610278167
1.6,1.7,0,16,2.56230105783715
1.6,1.7,0,16.75,-1.83262112136779
1.6,1.7,0,17.5,4.11849476989991
1.6,1.7,0,18.25,4.35888296625958
1.6,1.7,0,19,5.48019256229713
1.6,1.7,0,19.75,5.94999543812745
1.6,1.7,0,20.5,5.58795682101372
1.6,1.7,0,22,7.02914297260822
1.6,1.7,0,22.75,6.11889697434916
1.6,1.7,0,23.5,4.34804206250481
1.6,1.7,0,25,3.90565185950704
1.6,1.8,0,1,-23.0150038350622
1.6,1.8,0,2.5,-10.7698218734116
1.6,1.8,0,4,-1.42399772942123
1.6,1.8,0,4.75,2.90845057805159
1.6,1.8,0,5.5,3.36973021246272
1.6,1.8,0,7,-1.67033152728144
1.6,1.8,0,8.5,1.6580055549144
1.6,1.8,0,10,2.85310815457357
1.6,1.8,0,10.75,3.42376589357077
1.6,1.8,0,11.5,3.94515950015424
1.6,1.8,0,13,6.32824506200343
1.6,1.8,0,13.375,6.61804687868362
1.6,1.8,0,13.75,6.41209423820704
1.6,1.8,0,14.5,4.38253141156302
1.6,1.8,0,15.25,3.35971842971777
1.6,1.8,0,16,1.0856278600666
1.6,1.8,0,16.75,-0.459421395440706
1.6,1.8,0,17.5,5.35493818204041
1.6,1.8,0,18.25,4.88624727695476
1.6,1.8,0,19,5.42029257191956
1.6,1.8,0,19.375,4.34796889395118
1.6,1.8,0,19.75,1.55970605894064
1.6,1.8,0,20.5,5.58474802569392
1.6,1.8,0,21.25,7.05961101657251
1.6,1.8,0,22,6.60847125648622
1.6,1.8,0,22.75,4.75552382858722
1.6,1.8,0,23.5,4.28619778958714
1.6,1.8,0,24.25,4.21575037289557
1.6,1.8,0,25,4.53114886060209
1.6,1.9,0,1,-22.8215895588873
1.6,1.9,0,2.5,-10.6094519486822
1.6,1.9,0,4,-1.19297241085201
1.6,1.9,0,4.75,3.01955704664391
1.6,1.9,0,5.5,3.23530699729429
1.6,1.9,0,7,-2.7529059867027
1.6,1.9,0,8.5,1.74882680409386
1.6,1.9,0,9.25,1.95091745012983
1.6,1.9,0,10,3.8484046084441
1.6,1.9,0,11.5,4.21066627100694
1.6,1.9,0,12.25,4.41567565659736
1.6,1.9,0,12.625,5.57809265139321
1.6,1.9,0,13,6.57779041477924
1.6,1.9,0,13.75,6.44376604079372
1.6,1.9,0,14.5,4.10962032148426
1.6,1.9,0,15.25,3.44826389152019
1.6,1.9,0,16,0.358507375057102
1.6,1.9,0,16.375,0.681944863267677
1.6,1.9,0,16.75,1.88682127653735
1.6,1.9,0,17.5,5.95608077031369
1.6,1.9,0,17.875,5.70821822000757
1.6,1.9,0,18.25,5.47391578455997
1.6,1.9,0,19,3.77873533637783
1.6,1.9,0,19.75,2.24146590152486
1.6,1.9,0,20.5,5.84260306969873
1.6,1.9,0,20.875,6.68090734708123
1.6,1.9,0,21.25,6.92916947871634
1.6,1.9,0,22,6.09982726837547
1.6,1.9,0,22.75,4.47253479061918
1.6,1.9,0,23.5,4.11281260592264
1.6,1.9,0,24.25,4.52976834456748
1.6,1.9,0,25,3.41854832325992
1.6,1.91,0,1,-22.7746600385389
1.6,1.91,0,2.5,-10.5646025429707
1.6,1.91,0,4,-1.18327028632277
1.6,1.91,0,4.75,3.01969190952682
1.6,1.91,0,5.5,3.22510605349612
1.6,1.91,0,7,-2.84236291291326
1.6,1.91,0,8.5,1.76753359198811
1.6,1.91,0,9.25,1.96041212590513
1.6,1.91,0,10,3.84637349293662
1.6,1.91,0,10.75,3.41235025246313
1.6,1.91,0,11.5,4.17232647473821
1.6,1.91,0,12.25,4.38762416294505
1.6,1.91,0,13,6.56863780360527
1.6,1.91,0,13.75,6.44717423750557
1.6,1.91,0,14.5,4.00326164406322
1.6,1.91,0,15.25,3.22289160808881
1.6,1.91,0,16,0.51193224168046
1.6,1.91,0,16.375,0.901082420118635
1.6,1.91,0,16.75,2.03510354568944
1.6,1.91,0,17.5,5.71652180037117
1.6,1.91,0,18.25,5.1793847106439
1.6,1.91,0,19,3.23083752207343
1.6,1.91,0,19.75,2.4701800594031
1.6,1.91,0,20.5,5.52212713607764
1.6,1.91,0,21.25,6.64811478509482
1.6,1.91,0,22,5.76241970263621
1.6,1.91,0,22.75,4.74745191559441
1.6,1.91,0,23.5,4.23511046618624
1.6,1.91,0,24.25,4.45913216334759
1.6,1.91,0,25,3.77165083490968
1.7,0.5,0,1,-27.267292287216
1.7,0.5,0,2.5,-14.3286901098271
1.7,0.5,0,4,-4.28776523006046
1.7,0.5,0,5.5,2.368061727104
1.7,0.5,0,7,-0.840069965966554
1.7,0.5,0,8.5,0.484674902475913
1.7,0.5,0,10,1.98198256552558
1.7,0.5,0,10.75,2.88832236492597
1.7,0.5,0,11.5,1.66801147704959
1.7,0.5,0,13,1.7410310323125
1.7,0.5,0,13.75,2.22521758436656
1.7,0.5,0,14.5,2.73134989863648
1.7,0.5,0,16,3.86827540392337
1.7,0.5,0,19,3.01298241063004
1.7,0.5,0,20.5,0.858779868568261
1.7,0.5,0,21.25,1.51847833382955
1.7,0.5,0,22,0.792839585651339
1.7,0.5,0,23.5,1.82310695103245
1.7,0.5,0,25,4.50834406017772
1.7,0.6,0,1,-26.7207590277318
1.7,0.6,0,2.5,-13.8335483462027
1.7,0.6,0,4,-3.84209039272519
1.7,0.6,0,5.5,2.45139992817368
1.7,0.6,0,7,-0.932140399158852
1.7,0.6,0,8.5,0.786472976924639
1.7,0.6,0,10,2.00584732994971
1.7,0.6,0,11.5,0.967229472145804
1.7,0.6,0,13,1.90931417831441
1.7,0.6,0,13.75,1.84046937777827
1.7,0.6,0,14.5,1.61604822718856
1.7,0.6,0,16,2.3134283144068
1.7,0.6,0,19,0.559342403411857
1.7,0.6,0,20.5,0.984113489955645
1.7,0.6,0,21.25,1.50752993617292
1.7,0.6,0,22,0.933633447943541
1.7,0.6,0,23.5,2.19021168719046
1.7,0.6,0,25,2.51373737025235
1.7,0.7,0,1,-26.2259720962841
1.7,0.7,0,1.75,-18.6196106932391
1.7,0.7,0,2.5,-13.4041775232528
1.7,0.7,0,4,-3.44000558116282
1.7,0.7,0,4.75,1.47204921288594
1.7,0.7,0,5.5,2.52135907986474
1.7,0.7,0,7,-1.00018307923684
1.7,0.7,0,8.5,0.949219982355896
1.7,0.7,0,10,1.80962275473266
1.7,0.7,0,11.5,0.293194693469946
1.7,0.7,0,12.25,1.08104468044608
1.7,0.7,0,12.625,1.70768631500707
1.7,0.7,0,13,1.89623104583777
1.7,0.7,0,13.375,1.49118877043071
1.7,0.7,0,13.75,1.02755909085335
1.7,0.7,0,14.5,-0.510489094276219
1.7,0.7,0,16,-0.355046083697511
1.7,0.7,0,17.5,-1.28141603971137
1.7,0.7,0,18.25,-1.85011032190659
1.7,0.7,0,19,0.288048027898192
1.7,0.7,0,20.5,0.822324994920886
1.7,0.7,0,21.25,1.33101663709483
1.7,0.7,0,22,-0.832477116324155
1.7,0.7,0,22.75,1.11150867610829
1.7,0.7,0,23.5,1.65910418471883
1.7,0.7,0,24.25,1.52487109788214
1.7,0.7,0,25,1.77638676915026
1.7,0.8,0,1,-25.6177724598551
1.7,0.8,0,2.5,-12.8722118584231
1.7,0.8,0,4,-2.94121940247743
1.7,0.8,0,4.75,1.76511762048134
1.7,0.8,0,5.5,2.55038737033092
1.7,0.8,0,7,-1.14173118658159
1.7,0.8,0,8.5,1.12465987646043
1.7,0.8,0,9.25,1.06999304921365
1.7,0.8,0,10,1.36196629488831
1.7,0.8,0,11.5,-0.290439717722914
